,State,County,TotalPop,Hispanic,White,Black,Native,Asian,Pacific,IncomePerCap,Poverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,Average_House_Price
1225,Michigan,Oceana County,26317,14.5,82.2,1.2,0.8,0.2,0.0,22185,17.5,26.1,17.7,17.3,15.4,23.5,78.7,11.6,0.8,3.3,1.4,4.3,22.0,80.6,11.6,7.6,0.1,7.7,137729.0502343003
1226,Michigan,Ogemaw County,20979,2.0,95.0,0.3,1.2,0.6,0.0,22028,18.7,26.1,18.1,27.1,13.1,15.7,82.2,10.5,0.1,1.6,1.8,3.8,23.8,81.5,11.6,6.9,0.1,10.0,82525.25546867312
1227,Michigan,Ontonagon County,6072,1.4,95.2,0.3,1.0,0.1,0.1,22958,15.5,26.3,25.1,20.0,14.8,13.8,80.8,6.8,0.5,5.5,0.5,5.9,24.6,69.0,21.6,8.9,0.4,10.0,71397.16174658368
1228,Michigan,Osceola County,23221,1.7,94.9,1.0,0.8,0.3,0.0,21090,20.7,23.7,17.7,19.3,12.8,26.5,78.4,11.2,0.7,3.0,2.0,4.7,25.2,81.0,10.2,8.4,0.4,7.2,103640.74299195826
1230,Michigan,Otsego County,24247,1.6,94.7,0.4,0.5,0.5,0.0,26012,14.9,29.4,19.2,26.3,10.9,14.2,82.4,12.0,0.2,1.5,1.3,2.6,19.5,82.9,10.6,6.5,0.0,6.4,137625.46775308574
1231,Michigan,Ottawa County,280243,9.4,84.3,1.4,0.3,2.7,0.0,29121,9.5,34.3,15.8,22.0,8.0,19.9,83.2,8.6,0.8,2.4,1.3,3.6,20.5,86.8,8.5,4.6,0.1,4.4,212158.3895627973
1232,Michigan,Presque Isle County,12854,1.2,95.8,0.5,0.4,0.4,0.0,24793,14.9,27.5,19.8,20.5,14.5,17.7,79.9,11.1,0.1,3.4,1.2,4.3,24.4,77.4,13.1,9.2,0.3,11.4,148664.0911068074
1233,Michigan,Roscommon County,23934,1.6,95.3,0.3,0.9,0.2,0.0,22333,19.8,25.1,19.5,28.4,11.8,15.2,78.3,11.4,0.9,2.7,1.9,4.7,22.5,78.1,13.9,7.1,1.0,13.0,86763.04961980227
1234,Michigan,Saginaw County,193803,8.3,69.7,18.1,0.2,1.2,0.0,25348,17.7,30.5,21.4,24.6,8.3,15.2,84.1,8.6,0.5,2.2,1.1,3.5,21.7,84.7,11.1,4.0,0.2,8.2,81744.92042311154
1235,Michigan,Sanilac County,41535,3.7,94.1,0.6,0.3,0.4,0.0,23924,15.0,27.0,16.5,20.4,14.0,22.1,78.3,10.4,0.5,3.9,1.0,5.9,27.5,79.4,10.8,9.2,0.6,7.7,119998.00530340888
1236,Michigan,Schoolcraft County,8114,1.0,85.9,0.6,7.1,0.4,0.0,21534,21.4,25.5,24.9,21.3,13.6,14.7,76.2,11.6,1.7,4.7,0.7,5.0,18.8,76.3,17.7,5.9,0.1,13.9,101297.35026450851
1237,Michigan,Shiawassee County,68617,2.9,94.3,0.4,0.2,0.5,0.0,25218,13.1,28.0,16.7,22.8,12.4,20.2,81.8,9.1,0.4,2.3,1.0,5.4,27.4,81.8,11.5,6.5,0.2,7.1,114945.82437953638
1238,Michigan,Tuscola County,53569,3.2,93.7,1.1,0.3,0.3,0.0,23573,15.9,26.1,19.7,21.5,13.4,19.3,80.1,13.6,0.1,2.2,1.1,3.0,29.1,81.4,10.7,7.7,0.2,7.4,98827.43091295724
1239,Michigan,Van Buren County,75190,11.2,81.5,3.1,0.4,0.6,0.1,25433,15.8,28.9,19.0,21.3,12.3,18.6,81.6,10.3,0.3,2.9,0.8,4.1,24.4,81.6,11.6,6.7,0.1,6.6,153374.95230117385
1242,Michigan,Wexford County,32915,1.8,94.8,0.6,0.5,0.7,0.0,22028,17.3,27.3,17.0,21.4,10.2,24.1,80.4,11.2,0.2,2.6,1.5,4.1,21.0,82.0,10.2,7.5,0.3,7.2,75858.59375468471
1243,Minnesota,Aitkin County,15841,1.3,94.1,0.5,2.2,0.4,0.0,26883,12.1,30.7,19.9,23.1,13.2,13.0,79.4,9.1,0.5,4.1,1.5,5.4,26.0,75.8,15.7,8.4,0.1,6.2,150354.03153134967
1244,Minnesota,Anoka County,344861,4.2,82.7,5.5,0.5,4.2,0.0,34321,6.6,36.6,15.9,24.2,9.0,14.2,82.2,7.8,3.4,1.0,1.0,4.5,28.1,84.5,11.0,4.3,0.1,4.2,232339.998771084
1245,Minnesota,Becker County,33552,1.9,86.6,0.5,7.4,0.6,0.0,28525,12.7,32.8,17.7,18.8,13.8,16.8,78.9,8.9,0.5,3.2,1.3,7.2,22.4,75.1,16.0,8.7,0.2,3.6,222667.85250778391
1247,Minnesota,Benton County,39360,2.2,91.5,2.8,0.3,1.1,0.0,27018,14.1,31.1,17.2,22.9,9.8,19.0,82.7,8.3,1.3,1.9,1.8,4.1,23.1,82.7,11.6,5.4,0.3,4.2,177360.17973843627
1248,Minnesota,Big Stone County,5039,1.4,98.0,0.3,0.0,0.0,0.0,29035,11.7,31.7,13.2,23.2,16.2,15.6,77.3,9.9,0.4,4.3,0.6,7.5,17.5,70.7,17.0,11.9,0.3,2.8,105850.70351445187
1249,Minnesota,Blue Earth County,65767,3.2,88.9,3.3,0.3,2.1,0.0,28283,18.1,33.7,19.9,23.7,8.0,14.7,80.9,7.6,1.5,4.0,1.1,5.0,17.3,81.0,13.5,5.4,0.1,4.5,185941.61036928103
1250,Minnesota,Brown County,25243,4.1,93.9,0.3,0.1,0.7,0.1,29696,8.1,30.1,17.2,21.2,11.4,20.0,79.5,6.8,0.5,5.0,1.2,7.0,15.1,82.1,9.4,8.4,0.2,2.3,142826.6330141242
1251,Minnesota,Carlton County,35408,1.7,88.3,1.6,5.3,0.5,0.0,26900,12.1,31.3,23.1,19.9,9.8,16.0,82.6,9.5,0.1,2.0,0.8,4.9,22.2,72.8,21.1,5.9,0.2,3.9,167290.36264724343
1252,Minnesota,Carver County,98799,4.1,89.6,1.5,0.2,2.5,0.0,44212,4.0,46.5,14.3,24.2,6.1,8.9,82.5,7.0,2.0,1.2,0.9,6.4,26.3,85.5,9.1,5.2,0.1,2.4,319962.318776446
1253,Minnesota,Cass County,28810,2.0,83.3,0.4,10.9,0.6,0.0,28004,15.3,29.2,20.1,24.3,13.2,13.2,76.6,10.2,0.8,2.6,1.8,8.0,23.8,72.7,17.1,9.7,0.5,5.7,179083.16099258882
1254,Minnesota,Chippewa County,12040,6.3,88.8,0.6,1.4,0.7,1.0,29354,11.1,32.1,20.0,18.6,12.0,17.3,79.4,8.5,1.0,3.3,0.9,6.9,15.3,77.4,14.3,8.1,0.3,2.0,123909.31747511192
1255,Minnesota,Chisago County,54297,2.0,93.8,1.3,0.4,1.0,0.0,32105,5.4,34.0,17.3,22.9,12.7,13.2,82.2,8.0,1.6,1.5,1.2,5.5,32.8,82.2,12.0,5.7,0.1,4.2,230499.11940836057
1256,Minnesota,Clay County,62040,4.3,88.5,2.5,1.3,1.1,0.0,28122,12.5,36.1,18.2,24.6,9.2,11.8,79.1,8.1,1.0,4.0,1.5,6.3,18.9,79.6,14.6,5.5,0.2,2.8,214612.73458910632
1257,Minnesota,Clearwater County,8824,2.0,85.0,0.4,8.4,0.4,0.1,24515,17.9,27.4,18.2,17.6,19.1,17.8,76.8,12.9,0.8,2.7,1.0,5.7,25.8,72.9,17.5,9.4,0.3,7.3,140038.2378045833
1259,Minnesota,Cottonwood County,11437,7.1,87.1,0.6,0.5,2.8,0.3,27206,15.6,28.9,16.8,17.6,13.4,23.3,76.7,11.2,0.7,4.1,1.4,5.9,16.8,79.0,11.9,9.0,0.1,5.1,89732.65821880438
1260,Minnesota,Crow Wing County,63505,1.4,95.1,0.6,1.0,0.4,0.0,30013,9.6,32.9,20.3,24.1,10.0,12.8,83.3,8.0,0.4,1.5,1.6,5.2,21.4,81.2,12.0,6.8,0.1,3.5,192511.52383986508
1261,Minnesota,Dakota County,414655,6.8,79.7,5.6,0.2,4.7,0.0,38863,6.9,42.4,15.3,24.7,6.2,11.3,81.2,8.3,3.3,1.1,1.0,5.0,24.3,84.3,11.5,4.1,0.1,4.0,263314.9966310565
1262,Minnesota,Dodge County,20485,4.9,92.5,0.3,0.3,0.7,0.0,31417,5.7,34.6,16.3,20.5,12.6,16.0,79.6,8.3,1.6,2.0,0.9,7.7,24.5,81.9,11.2,6.6,0.2,2.9,185883.5425578008
1263,Minnesota,Douglas County,36891,1.5,96.2,0.6,0.3,0.1,0.0,33336,8.4,35.4,15.9,22.7,9.9,16.1,83.9,6.1,0.5,1.9,1.0,6.7,17.7,78.9,13.6,7.4,0.1,3.1,206683.63369924776
1264,Minnesota,Faribault County,13966,6.4,91.6,0.2,0.1,0.3,0.0,29116,11.5,32.7,15.4,19.8,13.8,18.2,80.1,8.3,0.2,4.0,0.8,6.6,18.8,76.2,11.3,12.1,0.5,2.8,87325.00804577369
1265,Minnesota,Fillmore County,20825,1.4,96.8,0.5,0.1,0.5,0.0,28441,11.3,34.8,16.7,19.0,14.9,14.6,72.5,12.1,2.1,4.4,1.2,7.7,26.5,78.3,11.0,10.3,0.4,2.8,165261.86760654618
1266,Minnesota,Freeborn County,30619,9.5,86.3,1.2,0.1,1.8,0.0,27603,11.8,27.5,19.5,19.9,11.8,21.2,81.5,10.5,0.7,2.4,2.3,2.5,18.7,84.0,9.0,6.8,0.1,4.1,103106.18635472497
1267,Minnesota,Goodhue County,46138,3.2,92.4,1.0,1.0,0.5,0.0,33477,10.8,35.9,17.8,20.1,10.6,15.6,81.0,7.4,1.3,3.9,1.1,5.2,24.1,81.5,10.4,8.0,0.1,4.2,200697.71417555903
1268,Minnesota,Grant County,5923,2.1,95.6,0.2,0.2,0.1,0.0,30359,10.6,31.7,16.4,21.6,14.2,16.1,79.6,7.3,0.5,5.5,0.8,6.4,22.7,73.5,13.9,12.3,0.2,4.8,126847.66993652123
1270,Minnesota,Houston County,18709,1.0,96.3,0.7,0.2,0.5,0.0,30150,8.9,35.6,15.3,19.8,15.2,14.0,81.3,7.1,0.3,3.1,2.3,5.9,21.9,79.8,10.6,9.2,0.3,3.1,173659.06366760776
1271,Minnesota,Hubbard County,20743,2.0,93.1,0.7,2.1,0.6,0.0,28073,10.8,32.3,21.2,20.5,12.5,13.5,78.9,8.8,0.6,3.8,1.1,6.7,21.6,72.8,18.1,8.8,0.3,3.7,180860.23684333102
1272,Minnesota,Isanti County,38584,1.8,94.2,0.5,0.3,1.0,0.0,30145,7.1,29.2,15.0,24.7,13.7,17.4,81.5,10.8,1.1,1.1,1.2,4.4,34.8,84.0,10.9,5.0,0.1,5.1,201894.5508384728
1273,Minnesota,Itasca County,45237,1.3,92.1,0.4,3.6,0.4,0.0,27497,12.6,31.7,19.9,21.7,12.9,13.8,81.8,9.4,0.8,2.4,1.3,4.4,22.7,77.8,16.1,5.9,0.2,5.7,148039.99660543018
1274,Minnesota,Jackson County,10104,3.4,93.1,0.1,0.1,2.5,0.0,31010,7.7,34.5,14.9,19.5,11.7,19.3,80.9,9.6,0.1,2.7,0.5,6.2,16.5,75.1,11.6,12.7,0.5,3.9,115779.19249124761
1275,Minnesota,Kanabec County,15948,1.5,95.2,0.4,0.9,0.5,0.0,26345,11.6,27.6,21.6,18.8,14.3,17.6,79.0,12.8,0.6,2.2,1.5,4.0,31.4,78.8,14.1,7.0,0.1,5.2,147443.32332249384
1276,Minnesota,Kandiyohi County,42577,11.9,81.8,4.2,0.2,0.8,0.0,29375,11.3,33.4,17.0,20.9,12.5,16.2,84.1,7.5,0.8,1.9,1.5,4.2,17.9,79.4,13.7,6.4,0.5,3.0,161949.8329307059
1277,Minnesota,Kittson County,4384,2.1,96.0,0.8,0.2,0.4,0.0,30525,11.2,32.8,16.9,18.4,9.5,22.4,72.4,9.8,1.4,7.6,0.5,8.3,20.6,73.3,14.8,11.7,0.2,2.6,123329.86895614723
1278,Minnesota,Koochiching County,12776,0.2,93.5,0.9,3.7,0.5,0.0,26804,17.1,27.1,19.5,24.0,10.7,18.7,71.6,14.4,1.6,4.9,3.3,4.2,16.2,79.2,14.0,6.7,0.0,6.9,93096.10888962222
1279,Minnesota,Lake County,10578,1.4,95.8,1.0,0.5,0.0,0.0,32319,9.3,42.0,18.2,15.7,9.4,14.7,76.7,11.0,0.0,4.3,1.9,6.1,21.0,78.2,16.5,5.3,0.0,3.8,146389.40870486482
1280,Minnesota,Lake of the Woods County,3841,1.7,93.5,0.0,0.2,0.8,0.0,24964,7.4,22.0,15.7,19.8,11.4,31.0,65.4,17.6,0.0,6.0,0.0,10.9,21.0,83.8,9.7,6.5,0.0,3.8,147618.7644103178
1281,Minnesota,Le Sueur County,27810,5.7,91.7,0.8,0.2,0.4,0.0,31135,8.8,31.9,14.9,20.0,13.7,19.4,82.3,9.2,0.4,2.8,0.6,4.7,25.8,80.2,12.8,6.8,0.2,3.9,200180.48984259565
1282,Minnesota,Lincoln County,5724,1.7,96.7,0.3,0.3,0.2,0.0,28382,11.4,35.2,16.3,19.1,17.1,12.2,73.1,10.1,0.1,5.8,0.4,10.6,21.8,71.0,12.4,16.2,0.5,3.0,115801.64508845535
1283,Minnesota,Lyon County,25789,6.2,85.4,3.3,0.4,3.6,0.0,30203,13.7,35.4,15.8,20.4,11.0,17.4,77.8,9.9,0.7,4.2,1.7,5.7,15.2,80.1,12.3,7.2,0.3,3.6,158713.14791577682
1284,Minnesota,McLeod County,35816,5.8,91.6,0.3,0.2,0.6,0.0,30145,8.4,30.2,17.6,20.0,11.6,20.5,85.1,7.9,0.3,2.3,1.1,3.3,22.5,85.7,8.1,6.1,0.2,3.0,169114.25856983723
1286,Minnesota,Marshall County,9397,4.2,93.7,0.3,0.2,0.3,0.0,28585,7.8,32.6,14.2,20.8,13.4,19.0,78.9,8.7,0.3,2.9,1.3,8.0,23.3,77.8,12.8,9.1,0.2,3.2,136849.41777738242
1287,Minnesota,Martin County,20084,4.1,93.6,0.3,0.1,0.9,0.0,30806,11.3,32.5,18.0,22.0,12.1,15.5,78.6,9.2,1.3,2.7,1.4,6.8,17.0,82.2,8.8,8.8,0.3,3.1,104185.30706504006
1288,Minnesota,Meeker County,23105,3.8,94.3,0.6,0.1,0.3,0.1,29216,8.3,32.2,15.7,18.2,12.6,21.5,83.4,8.6,0.4,2.6,0.9,4.1,24.4,80.8,11.7,7.1,0.3,2.9,169357.47995158346
1289,Minnesota,Mille Lacs County,25635,2.2,89.3,0.4,4.8,0.6,0.0,25732,11.5,27.8,19.1,20.2,15.4,17.5,79.4,10.8,0.7,2.7,1.6,4.9,30.0,80.6,12.3,7.0,0.1,6.6,176155.5854816787
1290,Minnesota,Morrison County,32880,1.6,95.9,0.6,0.2,0.5,0.0,28040,11.4,29.1,18.5,20.3,13.5,18.7,79.6,8.9,0.5,3.2,1.5,6.3,26.8,78.1,11.8,9.4,0.8,4.6,170518.13336408557
1291,Minnesota,Mower County,39386,11.0,80.8,3.4,0.1,2.4,0.0,28613,13.0,29.2,17.5,20.7,11.0,21.7,79.2,10.7,1.9,3.0,2.2,3.0,17.9,84.1,10.4,5.4,0.1,5.0,105299.7237630224
1292,Minnesota,Murray County,8394,3.6,93.8,0.6,0.2,1.1,0.0,30553,8.2,34.8,15.8,19.9,12.7,16.9,76.4,10.3,0.4,4.3,1.1,7.5,20.3,72.5,14.1,13.1,0.4,3.6,141848.81366235926
1293,Minnesota,Nicollet County,33477,4.3,89.6,3.0,0.1,1.6,0.0,29722,11.3,38.3,17.8,22.8,8.1,13.0,76.7,7.8,0.5,3.9,1.0,10.0,17.9,79.9,14.3,5.7,0.2,3.8,197609.93477452485
1294,Minnesota,Nobles County,21854,26.8,60.8,4.3,0.5,6.3,0.0,24935,15.8,23.9,13.7,20.8,12.2,29.4,73.0,17.2,0.4,3.2,2.0,4.2,16.1,80.7,9.9,9.2,0.2,6.5,140615.30922476933
1295,Minnesota,Norman County,6589,5.0,89.7,0.9,2.1,0.6,0.0,27099,12.0,34.1,18.2,19.1,14.6,14.0,79.1,7.8,0.6,3.8,1.5,7.1,21.1,70.5,14.7,14.5,0.3,3.3,112119.40983777416
1296,Minnesota,Olmsted County,151685,4.8,81.1,5.5,0.2,5.8,0.0,37956,9.1,49.6,15.8,19.3,6.4,8.8,73.9,11.4,5.4,3.5,1.7,4.1,17.5,86.5,8.8,4.6,0.1,4.3,215922.22107372902
1297,Minnesota,Otter Tail County,57790,3.2,93.0,1.4,0.4,0.6,0.0,29932,9.4,32.9,16.6,20.6,12.5,17.4,78.0,10.2,0.8,4.5,0.9,5.5,21.0,77.9,12.5,9.3,0.3,3.6,189678.32282929317
1298,Minnesota,Pennington County,14197,3.5,91.1,1.5,1.7,0.9,0.0,28562,10.3,30.0,13.0,28.3,9.2,19.5,79.4,9.8,0.7,3.5,2.0,4.7,14.5,82.9,10.7,6.2,0.1,3.2,194110.28402701244
1299,Minnesota,Pine County,29057,2.8,89.6,1.9,2.4,0.5,0.1,24044,13.6,25.1,23.9,20.3,14.9,15.8,77.0,13.9,0.6,3.0,1.2,4.3,31.1,76.5,16.6,6.7,0.3,5.9,139317.2935253775
1300,Minnesota,Pipestone County,9229,5.9,89.5,1.2,0.8,0.9,0.0,28706,11.8,30.3,15.2,20.0,14.6,19.9,75.2,12.0,0.8,3.9,1.5,6.6,20.1,77.4,11.6,10.8,0.1,4.2,123554.48733244838
1301,Minnesota,Polk County,31564,6.2,87.9,1.8,1.1,0.8,0.0,28260,12.4,35.0,18.0,21.3,12.3,13.3,81.1,8.8,0.6,2.9,1.1,5.4,18.6,76.2,16.5,7.0,0.3,3.6,173663.99590854024
1302,Minnesota,Pope County,10932,1.3,96.5,0.5,0.3,0.4,0.0,32454,7.9,36.2,15.3,21.6,10.4,16.5,81.6,7.7,0.4,4.3,1.1,5.0,18.3,77.5,13.7,8.4,0.3,3.0,192889.89949229735
1304,Minnesota,Red Lake County,4017,3.5,92.6,0.3,1.4,0.3,0.0,26988,9.4,30.4,13.6,25.3,13.2,17.6,82.2,9.2,0.2,3.2,0.4,4.8,22.2,76.1,14.6,8.8,0.5,2.9,159609.41178860283
1305,Minnesota,Redwood County,15430,3.1,87.6,0.8,4.5,3.0,0.0,27543,11.8,33.1,19.5,18.9,12.8,15.7,77.0,7.7,0.9,4.3,1.0,9.2,17.9,75.8,11.8,12.1,0.3,3.0,108872.27584521407
1306,Minnesota,Renville County,14798,8.0,88.8,0.5,1.2,0.5,0.0,31215,11.0,32.8,15.1,18.2,14.5,19.4,81.8,5.2,0.5,2.7,1.3,8.5,19.5,77.8,12.1,10.0,0.2,2.7,110404.41100792162
1308,Minnesota,Rock County,9433,2.8,94.1,1.0,0.7,1.0,0.0,29000,11.0,35.3,15.9,20.4,13.0,15.4,80.0,8.9,0.7,2.4,1.2,6.7,19.2,76.9,12.9,10.0,0.2,1.9,155997.51087988054
1310,Minnesota,Scott County,141463,4.9,82.3,3.4,0.8,6.0,0.0,38322,5.6,41.2,14.7,23.1,8.6,12.4,83.4,7.3,1.8,1.0,0.9,5.6,26.0,86.4,9.4,4.1,0.1,3.5,293687.95015631226
1311,Minnesota,Sherburne County,92024,2.5,91.9,2.3,0.4,1.1,0.0,33048,6.4,34.9,15.5,23.3,10.7,15.6,83.7,8.2,1.3,0.6,1.3,5.0,32.4,85.0,10.2,4.7,0.2,3.6,229084.695912412
1312,Minnesota,Sibley County,14888,8.6,89.1,0.6,0.2,0.7,0.0,29884,8.5,29.1,14.6,18.4,15.0,23.0,79.4,8.4,0.4,3.5,0.6,7.8,25.2,79.2,10.8,9.8,0.2,4.5,185577.57388274456
1313,Minnesota,Stearns County,155300,3.2,87.8,5.0,0.3,2.1,0.0,29148,13.1,32.7,17.9,24.0,8.8,16.6,79.5,7.5,1.3,4.6,1.3,5.8,20.4,83.2,11.1,5.5,0.2,4.5,186703.74297797002
1314,Minnesota,Steele County,36612,7.5,87.2,3.2,0.2,0.9,0.0,29930,9.9,32.8,14.6,23.6,9.2,19.7,86.1,6.0,1.0,1.8,1.0,4.1,18.2,84.7,9.4,5.9,0.1,4.5,166252.47906843244
1315,Minnesota,Stevens County,9759,5.0,89.1,0.8,1.7,1.9,0.3,31419,15.4,33.9,20.7,20.4,12.4,12.6,76.9,5.9,1.2,9.7,0.5,5.8,11.6,74.2,18.0,7.6,0.3,2.6,159740.1614716391
1316,Minnesota,Swift County,9448,4.5,92.5,2.1,0.0,0.3,0.1,29470,12.2,30.0,14.9,22.1,11.8,21.1,76.9,9.6,0.3,6.2,1.6,5.5,17.3,76.3,13.8,9.6,0.2,3.3,107375.87549795218
1317,Minnesota,Todd County,24423,5.5,91.7,0.4,0.3,0.4,0.0,24988,13.0,28.3,15.2,18.4,13.6,24.5,77.9,9.4,0.2,3.5,1.5,7.4,24.2,77.9,11.4,9.9,0.8,3.8,146147.99742436354
1318,Minnesota,Traverse County,3357,2.5,90.6,0.6,4.0,0.3,0.0,30234,10.9,36.2,20.4,20.2,14.0,9.3,70.8,15.1,0.6,4.2,1.4,7.9,16.8,67.2,15.5,17.0,0.2,3.2,105245.0913194989
1319,Minnesota,Wabasha County,21490,2.9,94.9,0.4,0.0,0.4,0.0,32307,6.1,34.4,15.2,22.3,11.2,16.9,76.9,9.9,1.9,5.0,0.9,5.4,23.8,81.8,8.8,9.1,0.4,3.2,178209.01256859195
1320,Minnesota,Wadena County,13626,1.8,94.7,1.1,0.7,0.4,0.0,24200,15.0,23.9,18.1,23.4,12.4,22.2,78.3,9.8,0.5,4.6,1.2,5.7,21.0,79.8,12.4,7.5,0.2,5.8,124523.91518985946
1321,Minnesota,Waseca County,18898,5.7,89.4,2.1,0.9,0.6,0.0,27383,9.2,31.3,15.8,21.7,10.4,20.8,81.6,9.6,0.6,1.9,1.9,4.5,20.4,79.2,12.7,7.7,0.4,3.2,143443.8235614577
1322,Minnesota,Washington County,250979,3.9,83.7,4.1,0.3,5.4,0.1,41591,5.0,46.0,14.7,23.1,6.5,9.8,83.3,7.5,2.3,1.0,0.8,5.1,25.8,83.2,12.7,4.0,0.1,3.5,291900.2956901079
1323,Minnesota,Watonwan County,10936,23.3,74.0,0.5,0.2,1.0,0.0,26884,12.2,28.1,14.3,19.3,15.2,23.0,76.0,9.1,0.4,6.7,1.2,6.7,18.4,79.2,12.2,8.0,0.6,2.4,83606.92835569142
1324,Minnesota,Wilkin County,6398,0.7,94.0,0.5,2.6,0.0,0.0,28575,9.9,37.6,14.7,21.1,14.2,12.5,79.1,10.9,1.0,2.2,0.4,6.3,18.5,74.8,14.6,9.9,0.7,1.4,146403.49039641113
1325,Minnesota,Winona County,50992,2.8,91.5,1.5,0.3,2.6,0.0,27200,14.5,35.1,18.7,21.1,7.3,17.7,76.6,9.0,2.0,6.5,1.5,4.4,17.9,83.1,11.2,5.5,0.3,5.1,168662.10854239578
1326,Minnesota,Wright County,131130,2.8,93.0,1.4,0.4,1.2,0.0,32506,5.0,34.0,14.1,25.1,11.4,15.3,83.6,8.0,0.8,1.4,1.5,4.7,30.0,85.9,8.6,5.3,0.2,3.6,245147.76975569807
1327,Minnesota,Yellow Medicine County,9930,4.3,90.2,0.5,2.7,0.6,0.0,28182,12.5,33.4,17.1,19.7,13.1,16.7,75.1,9.1,0.7,5.9,1.1,8.1,17.7,74.7,12.0,13.0,0.3,2.7,107235.35585123317
1329,Mississippi,Alcorn County,37242,3.0,83.2,11.7,0.0,0.3,0.0,20527,19.6,29.2,14.9,22.8,10.6,22.5,85.9,10.6,0.3,1.0,0.5,1.7,22.4,81.1,13.9,5.0,0.1,8.6,118038.14107022643
1330,Mississippi,Amite County,12574,0.2,57.3,42.0,0.0,0.3,0.0,19665,22.8,24.4,19.2,16.5,19.2,20.6,81.2,12.1,2.2,0.4,1.4,2.7,37.1,71.8,17.3,10.2,0.7,10.8,123198.66936108826
1331,Mississippi,Attala County,18731,2.0,54.0,42.2,0.1,0.4,0.0,20617,22.6,26.1,18.5,19.6,13.7,22.2,80.1,13.7,0.4,1.0,3.9,0.9,28.3,73.2,22.2,4.7,0.0,10.3,82915.596163761
1332,Mississippi,Benton County,8306,2.5,60.2,36.6,0.0,0.0,0.0,18599,20.2,24.4,12.1,20.9,11.7,30.9,88.2,6.9,0.0,0.5,2.3,2.1,30.5,83.0,11.6,5.4,0.0,13.7,126408.33778331154
1335,Mississippi,Carroll County,10221,0.5,64.3,33.5,0.1,0.7,0.0,22995,14.0,33.9,12.4,20.3,14.7,18.6,92.6,4.5,0.0,1.3,0.0,1.6,28.8,71.9,18.3,9.3,0.5,7.0,128698.1846212638
1337,Mississippi,Choctaw County,8360,0.5,67.6,30.9,0.5,0.1,0.1,19816,24.5,31.0,13.4,20.9,16.4,18.3,83.0,10.8,0.4,1.3,2.5,2.0,29.3,70.6,21.4,7.3,0.7,10.4,107528.67969797982
1338,Mississippi,Clarke County,16089,0.9,63.4,35.1,0.1,0.0,0.0,20564,18.5,26.2,16.6,21.0,20.3,16.0,83.1,9.4,0.0,2.9,2.8,1.8,32.0,79.0,15.0,5.7,0.3,9.1,84606.06347611024
1342,Mississippi,Covington County,19172,2.4,60.7,35.6,0.0,0.2,0.1,18749,23.1,24.4,16.0,24.5,17.9,17.2,80.5,16.1,0.3,1.0,1.2,0.8,26.1,77.7,16.1,6.1,0.1,8.8,104550.05906036578
1343,Mississippi,DeSoto County,173267,4.8,66.6,25.3,0.1,1.2,0.0,28316,9.8,32.7,15.1,26.0,10.4,15.8,88.6,8.1,0.1,0.4,0.6,2.1,24.9,82.3,12.4,5.2,0.0,6.1,173607.5831885255
1345,Mississippi,Franklin County,7772,0.8,63.2,36.0,0.0,0.0,0.0,24864,17.9,28.2,13.1,19.1,22.6,16.9,85.1,8.1,0.0,2.0,2.9,1.9,31.4,72.4,17.9,9.8,0.0,7.4,121102.05496339333
1346,Mississippi,George County,23545,2.7,87.4,7.7,0.5,0.9,0.0,20973,14.7,30.4,12.9,21.6,20.0,15.1,80.1,12.3,1.3,0.9,2.5,2.9,35.4,81.7,13.2,5.1,0.1,8.2,141879.58548319965
1347,Mississippi,Greene County,13801,1.1,72.1,25.6,0.2,0.0,0.0,18002,15.1,34.9,10.7,20.7,17.9,15.8,81.8,13.4,0.0,0.9,2.9,1.1,33.9,68.7,25.1,6.3,0.0,11.7,107137.83655977123
1348,Mississippi,Grenada County,21379,0.4,55.1,43.2,0.3,0.0,0.0,20150,24.2,32.5,16.8,24.7,8.3,17.7,86.7,8.4,0.3,1.7,2.3,0.6,18.2,74.1,20.2,5.7,0.0,10.4,77394.53514693576
1349,Mississippi,Hancock County,46277,3.8,84.9,8.7,0.3,0.2,0.0,24373,17.2,34.2,18.3,23.3,13.7,10.6,87.1,8.1,0.2,0.8,1.2,2.6,29.0,78.2,14.4,7.1,0.2,8.7,143416.50398008226
1350,Mississippi,Harrison County,200491,5.3,64.6,24.0,0.5,3.0,0.0,23127,20.5,28.6,23.9,24.6,11.7,11.2,82.7,8.5,0.9,4.3,1.2,2.4,22.7,75.4,18.8,5.5,0.2,9.4,137116.11136326627
1354,Mississippi,Itawamba County,23439,1.5,90.5,7.4,0.0,0.2,0.0,20859,18.4,23.0,15.5,21.4,12.0,28.0,84.5,10.9,0.2,0.5,0.8,3.1,24.4,81.8,12.4,5.8,0.0,6.1,125789.42749680649
1355,Mississippi,Jackson County,141314,5.9,68.3,21.6,0.3,2.2,0.0,24665,15.3,31.9,20.2,20.9,12.4,14.7,87.2,8.8,0.3,0.7,1.3,1.7,24.5,78.5,16.3,5.2,0.1,8.3,129330.60949758685
